gene_name	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_29440	100	160	154	54
KOXM_29445	26	86	97	39
KOXM_29450	92	79	180	82
KOXM_29455	147	239	269	146
KOXM_29460	150	166	167	155
KOXM_29465	15	63	40	39
KOXM_29470	83	117	83	111
KOXM_29475	28	28	35	128
KOXM_29480	88	231	283	131
KOXM_29495	7	83	0	32
KOXM_29500	246	310	737	256
KOXM_29505	1108	3119	2277	735
KOXM_29510	257	333	604	194
KOXM_29515	132	216	226	135
KOXM_29520	369	230	944	183
KOXM_29525	126	176	231	127
KOXM_29530	286	558	797	407
KOXM_29535	201	181	706	191
KOXM_29540	404	733	2361	491
KOXM_29545	1982	3077	5366	1660
KOXM_29550	5	29	163	9
KOXM_29555	258	313	482	240
KOXM_29560	525	1138	1181	303
KOXM_29565	1076	1334	1232	694
KOXM_29570	741	925	1220	373
KOXM_29575	2038	1885	3776	1035
KOXM_29580	4613	3555	6614	2762
KOXM_29585	580	271	740	228
KOXM_29600	1065	2017	2001	718
KOXM_29605	4524	3683	10222	2328
KOXM_29610	2418	3134	11073	2285
KOXM_29615	4345	3189	14216	2455
KOXM_29620	157	37	114	24
KOXM_29625	7	16	16	13
KOXM_29630	0	19	0	0
KOXM_29635	0	3	4	0
KOXM_29640	0	0	0	0
KOXM_29645	9	0	0	0
KOXM_29650	0	0	7	0
KOXM_29655	11	0	13	0
KOXM_29660	0	34	0	1
KOXM_29665	0	0	15	0
KOXM_29670	0	0	0	0
KOXM_29675	0	0	27	0
KOXM_29680	0	11	0	0
KOXM_29685	0	14	31	0
KOXM_29690	145	172	454	193
KOXM_29695	157	180	97	201
KOXM_29700	79	184	102	69
KOXM_29705	200	92	241	143
KOXM_29710	149	178	558	254
KOXM_29715	0	0	49	17
KOXM_29720	131	357	321	197
KOXM_29725	22	244	85	163
KOXM_29730	0	17	18	0
KOXM_29735	72	125	174	62
KOXM_29740	79	384	233	226
KOXM_29745	0	0	0	0
KOXM_29750	0	0	0	0
KOXM_29765	1	0	0	0
KOXM_29770	0	0	0	0
KOXM_29775	0	0	0	0
KOXM_29780	0	0	0	0
KOXM_29785	0	0	0	0
KOXM_29790	0	0	0	0
KOXM_29805	40	18	89	63
KOXM_29810	163	186	563	148
KOXM_29815	37	48	131	57
KOXM_29820	91	124	194	230
KOXM_29825	411	547	812	364
KOXM_29830	40	134	140	200
KOXM_29835	0	0	4	0
KOXM_29840	0	10	18	44
KOXM_29845	0	0	5	0
KOXM_29850	0	10	88	8
KOXM_29855	0	67	66	0
KOXM_29860	0	43	12	20
KOXM_29865	0	15	11	0
KOXM_29870	0	0	30	0
KOXM_29875	0	17	33	13
KOXM_29880	10	24	4	6
KOXM_29885	0	38	23	14
KOXM_r00042	0	0	0	0
KOXM_r02150	0	0	0	0
KOXM_r02152	42	163	303	84
KOXM_r03335	0	0	0	0
KOXM_r03337	0	0	0	0
KOXM_r04121	0	0	0	0
KOXM_r06204	0	0	0	0
KOXM_r06206	97	121	238	76
KOXM_r06208	740	763	2607	634
KOXM_r06489	0	0	0	0
KOXM_r06491	0	0	0	0
KOXM_r21577	0	0	0	0
KOXM_r21579	126	259	301	153
KOXM_r21581	1022	1185	3078	807
KOXM_r26036	0	0	0	0
KOXM_r26038	28	55	35	23
KOXM_r26040	38	6	131	0
KOXM_r29803	0	0	0	0
KOXM_r29805	0	1	0	0
KOXM_t00379	0	0	0	0
KOXM_t00381	0	3	44	35
KOXM_t00718	0	8	7	0
KOXM_t00720	11	0	1	0
KOXM_t00722	28	13	57	42
KOXM_t01054	0	0	0	0
KOXM_t01576	26	34	0	26
KOXM_t01963	0	0	0	0
KOXM_t02684	13	0	58	0
KOXM_t02686	13	9	98	0
KOXM_t02688	30	104	161	58
KOXM_t04109	0	0	0	10
KOXM_t04111	0	0	1	0
KOXM_t04113	0	10	0	0
KOXM_t04115	0	0	0	0
KOXM_t04117	0	0	0	0
KOXM_t04119	0	1	0	0
KOXM_t04528	6	0	8	17
KOXM_t04530	1	19	14	24
KOXM_t04532	12	0	0	24
KOXM_t04534	4	0	1	0
KOXM_t04536	14	0	3	9
KOXM_t05428	0	2	1	5
KOXM_t05430	1	0	18	4
KOXM_t05432	0	5	13	0
KOXM_t06194	87	72	155	60
KOXM_t06196	0	0	0	0
KOXM_t06198	0	29	22	26
KOXM_t06200	0	2	10	14
KOXM_t06202	0	7	13	5
KOXM_t06485	33	47	24	0
KOXM_t06487	0	0	0	0
KOXM_t06618	0	5	2	0
KOXM_t07570	6	0	2	0
KOXM_t07572	0	1	0	0
KOXM_t07574	0	0	0	0
KOXM_t07576	0	0	0	7
KOXM_t07578	0	0	0	0
KOXM_t07580	1	0	0	8
KOXM_t07582	0	2	16	7
KOXM_t08624	13	8	23	0
KOXM_t12786	0	0	0	0
KOXM_t13493	0	0	0	0
KOXM_t13810	19	42	45	42
KOXM_t15172	0	0	8	24
KOXM_t15174	0	0	0	0
KOXM_t15176	0	0	0	0
KOXM_t15178	0	0	0	0
KOXM_t15610	0	0	5	0
KOXM_t15612	4	0	0	10
KOXM_t15614	0	0	0	0
KOXM_t15616	0	4	6	0
KOXM_t15618	27	23	0	18
KOXM_t15620	0	0	0	0
KOXM_t15622	0	65	59	7
KOXM_t16039	0	19	0	0
KOXM_t16041	0	0	0	0
KOXM_t16043	2	0	3	0
KOXM_t17730	0	0	0	0
KOXM_t17732	0	2	0	0
KOXM_t17734	0	0	0	0
KOXM_t18486	8	72	55	24
KOXM_t18488	9	23	28	0
KOXM_t18490	0	0	0	0
KOXM_t18917	1	33	14	26
KOXM_t20674	0	0	0	0
KOXM_t20676	0	0	0	0
KOXM_t21573	147	73	126	56
KOXM_t21575	238	49	217	145
KOXM_t22403	0	0	19	0
KOXM_t22405	0	0	0	0
KOXM_t22877	0	0	0	0
KOXM_t26034	39	11	27	11
KOXM_t29797	0	0	0	0
KOXM_t29799	0	0	0	0
KOXM_t29801	318	834	826	261
nifA_KOXM_26810	204	403	0	0
nifB	0	0	133402	38377
nifB_DBG_0002	1169	1564	0	0
nifD	0	0	276526	86194
nifD_KOXM_26890	36877	36791	5	0
nifE	0	0	232846	61516
nifE_DBG_0001	1916	2351	0	0
nifF	0	0	93589	20350
nifF_KOXM_26820	2108	2462	7	0
nifH	0	0	387921	82041
nifH_KOXM_26895	40880	52717	12	3
nifJ	0	0	420406	98689
nifJ_KOXM_26900	3971	6286	121	79
nifK	0	0	234825	66593
nifK_KOXM_26885	30444	40223	4	0
nifL_KOXM_26815	390	462	0	0
nifM	0	0	90622	32190
nifM_KOXM_26825	1209	1730	0	0
nifN	0	0	137242	38426
nifN_KOXM_26860	1465	1928	0	0
nifQ	0	0	117242	27881
nifQ_KOXM_26795	272	461	0	0
nifS	0	0	183578	69711
nifS_KOXM_26845	2574	5357	0	0
nifT_KOXM_26880	124	202	0	0
nifU	0	0	218381	64198
nifU_KOXM_26850	1291	2946	0	0
nifV	0	0	176826	68136
nifV_KOXM_26840	1931	3036	0	0
nifW	0	0	46405	14389
nifW_KOXM_26835	11	80	0	0
nifX_KOXM_26855	427	527	0	0
nifY	0	0	47006	19143
nifY_KOXM_26875	8667	9567	0	0
nifZ	0	0	55264	12569
nifZ_KOXM_26830	502	1124	0	0
