gene_name	N18	N19	N20	N21	N3	N4
None_locusTag_PFL_3152	0	9	1	0	0	0
None_locusTag_PFL_3153	25	4	2	0	11	0
None_locusTag_PFL_3155	90	67	20	19	61	9
None_locusTag_PFL_3156	0	0	15	0	0	10
None_locusTag_PFL_3158	0	0	0	4	0	0
None_locusTag_PFL_3160	36	14	8	0	0	0
None_locusTag_PFL_3161	20	0	2	0	12	0
None_locusTag_PFL_3162	0	5	13	0	13	11
None_locusTag_PFL_3163	6	0	0	7	13	10
None_locusTag_PFL_3164	7	0	4	0	0	2
None_locusTag_PFL_3165	25	11	14	5	9	0
None_locusTag_PFL_3166	12	25	0	5	12	0
None_locusTag_PFL_3167	12	10	5	0	7	3
None_locusTag_PFL_3168	2	7	0	0	0	1
None_locusTag_PFL_3169	27	13	7	5	15	2
None_locusTag_PFL_3170	12	0	0	2	4	1
None_locusTag_PFL_3171	15	24	14	8	9	9
None_locusTag_PFL_3172	14	21	2	4	8	1
None_locusTag_PFL_3173	32	24	10	0	1	18
None_locusTag_PFL_3174	62	29	33	22	85	35
None_locusTag_PFL_3175	16	8	0	0	1	0
None_locusTag_PFL_3176	19	16	7	32	16	20
None_locusTag_PFL_3177	13	59	6	3	20	10
None_locusTag_PFL_3178	7	6	0	0	5	5
None_locusTag_PFL_3179	5	7	10	0	0	0
None_locusTag_PFL_3180	19	5	0	1	11	13
None_locusTag_PFL_3181	5	43	17	20	26	13
None_locusTag_PFL_3182	49	60	26	46	63	29
None_locusTag_PFL_3183	116	119	43	44	97	32
None_locusTag_PFL_3184	261	291	136	34	82	17
None_locusTag_PFL_3185	69	51	44	37	54	13
None_locusTag_PFL_3186	12	4	3	7	20	0
None_locusTag_PFL_3187	3	3	0	0	8	21
None_locusTag_PFL_3188	9	4	4	14	21	0
None_locusTag_PFL_3189	6	0	0	3	27	4
None_locusTag_PFL_3190	15	41	8	21	3	39
None_locusTag_PFL_3191	61	43	0	4	16	25
None_locusTag_PFL_3192	9	16	0	1	11	6
None_locusTag_PFL_3193	142	65	69	37	105	84
None_locusTag_PFL_3194	33	15	16	0	33	0
None_locusTag_PFL_3195	128	127	37	61	133	69
None_locusTag_PFL_3196	1	24	7	6	51	6
None_locusTag_PFL_3197	12	12	6	14	4	0
None_locusTag_PFL_3198	91	80	67	28	61	25
None_locusTag_PFL_3199	404	337	70	88	578	314
None_locusTag_PFL_3200	0	2	0	0	0	0
None_locusTag_PFL_3201	15	15	4	0	12	13
None_locusTag_PFL_3209	64	38	27	30	31	46
None_locusTag_PFL_3211	25	35	11	34	25	20
None_locusTag_PFL_3212	48	54	0	0	54	23
None_locusTag_PFL_3213	183	34	26	26	47	51
None_locusTag_PFL_3214	336	287	208	133	248	195
None_locusTag_PFL_3215	4	33	0	9	15	0
None_locusTag_PFL_3216	13	23	16	7	17	16
None_locusTag_PFL_3218	0	0	0	2	0	0
None_locusTag_PFL_3219	16	2	3	2	29	5
None_locusTag_PFL_3220	11	5	0	0	3	0
None_locusTag_PFL_3221	27	9	34	1	15	9
None_locusTag_PFL_3222	27	14	0	0	4	0
None_locusTag_PFL_3223	18	0	0	0	8	5
None_locusTag_PFL_3224	10	3	6	0	31	1
None_locusTag_PFL_3225	0	0	0	0	0	0
None_locusTag_PFL_3226	49	18	15	2	20	6
None_locusTag_PFL_3227	31	54	29	29	23	21
None_locusTag_PFL_3228	0	0	0	14	13	2
None_locusTag_PFL_3229	73	53	51	13	99	82
None_locusTag_PFL_3230	0	10	12	0	0	25
None_locusTag_PFL_3232	972	925	261	340	959	282
None_locusTag_PFL_3234	9	1	1	3	9	18
None_locusTag_PFL_3235	23	35	6	2	29	29
None_locusTag_PFL_3236	112	106	23	38	75	46
None_locusTag_PFL_3238	13	13	0	19	26	6
None_locusTag_PFL_3244	33	22	27	6	16	4
None_locusTag_PFL_3245	31	0	3	12	36	39
None_locusTag_PFL_3246	53	39	14	5	51	10
None_locusTag_PFL_3247	31	24	6	14	48	29
None_locusTag_PFL_3248	41	122	31	22	104	38
None_locusTag_PFL_3249	6	13	14	6	0	14
None_locusTag_PFL_3250	91	45	10	21	15	7
None_locusTag_PFL_3251	482	431	277	171	341	81
None_locusTag_PFL_3252	0	0	8	0	9	5
None_locusTag_PFL_3253	47	34	4	3	24	10
None_locusTag_PFL_3258	2	9	0	6	1	10
None_locusTag_PFL_3259	31	17	5	5	4	0
None_locusTag_PFL_3261	0	4	6	0	0	0
None_locusTag_PFL_3262	7	0	0	11	0	0
None_locusTag_PFL_3264	16	25	39	6	39	14
None_locusTag_PFL_3265	16	28	15	6	36	6
None_locusTag_PFL_3267	263	168	112	44	104	57
None_locusTag_PFL_3269	77	40	10	47	55	48
None_locusTag_PFL_3272	3	5	5	5	7	2
None_locusTag_PFL_3273	2	0	11	9	8	12
None_locusTag_PFL_3274	88	62	73	89	159	64
None_locusTag_PFL_3275	102	104	80	34	75	41
None_locusTag_PFL_3276	189	268	147	153	65	28
None_locusTag_PFL_3277	47	108	83	62	38	18
None_locusTag_PFL_3278	53	88	40	38	101	62
None_locusTag_PFL_3279	74	109	3	9	50	11
None_locusTag_PFL_3280	10	4	13	8	17	0
None_locusTag_PFL_3282	33	20	38	5	17	24
None_locusTag_PFL_3283	12	6	20	11	14	0
None_locusTag_PFL_3284	65	8	34	12	53	3
None_locusTag_PFL_3285	128	112	46	50	61	8
None_locusTag_PFL_3286	239	167	61	37	183	30
None_locusTag_PFL_3287	6	6	14	1	7	0
None_locusTag_PFL_3289	113	143	48	79	70	4
None_locusTag_PFL_3290	2	0	0	12	19	4
None_locusTag_PFL_3291	53	18	13	1	7	0
None_locusTag_PFL_3292	23	10	10	10	0	24
None_locusTag_PFL_3293	267	319	239	97	223	135
None_locusTag_PFL_3295	10	17	0	27	3	14
None_locusTag_PFL_3296	67	45	17	20	18	23
None_locusTag_PFL_3298	260	344	104	135	292	42
None_locusTag_PFL_3300	69	27	9	12	8	47
None_locusTag_PFL_3301	54	63	0	23	55	15
None_locusTag_PFL_3302	13	21	12	10	33	20
None_locusTag_PFL_3303	72	46	14	39	38	55
None_locusTag_PFL_3304	64	61	17	0	49	37
None_locusTag_PFL_3305	44	31	18	6	32	0
None_locusTag_PFL_3307	150	201	77	52	131	45
None_locusTag_PFL_3308	418	521	312	173	335	102
None_locusTag_PFL_3309	70	45	22	3	41	18
None_locusTag_PFL_3311	88	71	43	36	64	25
None_locusTag_PFL_3312	218	123	97	75	139	33
None_locusTag_PFL_3313	9	4	3	0	10	10
None_locusTag_PFL_3314	18	47	4	2	3	0
None_locusTag_PFL_3315	97	120	26	23	43	37
None_locusTag_PFL_3316	8	13	0	14	15	7
None_locusTag_PFL_3317	136	111	47	58	47	62
None_locusTag_PFL_3318	140	129	31	61	109	9
None_locusTag_PFL_3320	34	5	14	0	13	5
None_locusTag_PFL_3322	84	86	23	15	16	21
None_locusTag_PFL_3323	193	158	82	47	110	35
None_locusTag_PFL_3324	394	399	196	188	278	74
None_locusTag_PFL_3325	30	54	22	15	28	19
None_locusTag_PFL_3327	87	32	21	16	83	34
None_locusTag_PFL_3328	16	11	1	11	21	6
None_locusTag_PFL_3329	51	83	25	25	35	8
None_locusTag_PFL_3330	553	466	214	211	275	38
None_locusTag_PFL_3332	59	28	21	4	20	2
None_locusTag_PFL_3333	0	6	0	0	20	0
None_locusTag_PFL_3334	26	12	0	0	2	0
None_locusTag_PFL_3335	266	227	78	63	83	20
None_locusTag_PFL_3336	97	56	13	17	7	11
None_locusTag_PFL_3337	0	2	0	5	0	0
None_locusTag_PFL_3338	7	2	3	9	10	9
None_locusTag_PFL_3339	3	21	0	5	33	0
None_locusTag_PFL_3340	4	25	1	3	9	15
None_locusTag_PFL_3341	71	50	5	2	8	0
None_locusTag_PFL_3343	51	7	25	24	8	7
None_locusTag_PFL_3344	87	119	33	42	22	6
None_locusTag_PFL_3345	401	297	80	71	41	2
None_locusTag_PFL_3346	904	794	296	246	391	64
None_locusTag_PFL_3347	2	1	12	0	1	24
None_locusTag_PFL_3348	6	8	0	0	0	0
None_locusTag_PFL_3350	0	0	0	0	8	0
None_locusTag_PFL_3351	6	12	15	0	20	1
None_locusTag_PFL_3352	13	1	0	0	2	0
None_locusTag_PFL_3353	57	50	33	8	22	2
None_locusTag_PFL_3354	106	108	35	12	51	40
None_locusTag_PFL_3355	222	187	86	114	273	52
None_locusTag_PFL_3358	16	10	0	4	12	13
None_locusTag_PFL_3359	14	21	7	10	19	9
None_locusTag_PFL_3360	7	22	28	0	0	19
None_locusTag_PFL_3361	43	41	27	0	48	18
None_locusTag_PFL_3362	10	59	8	5	30	9
None_locusTag_PFL_3364	5	36	12	4	5	8
None_locusTag_PFL_3365	13	19	0	0	17	10
None_locusTag_PFL_3366	15	26	5	0	32	61
None_locusTag_PFL_3368	6	7	0	0	7	0
None_locusTag_PFL_3375	24	17	0	13	7	10
None_locusTag_PFL_3379	231	102	64	23	72	22
None_locusTag_PFL_3380	15	0	11	0	36	0
None_locusTag_PFL_3381	0	6	0	0	0	0
None_locusTag_PFL_3382	0	3	1	0	20	19
None_locusTag_PFL_3383	29	16	0	7	3	6
None_locusTag_PFL_3384	15	36	15	21	27	42
None_locusTag_PFL_3388	29	10	13	16	27	23
None_locusTag_PFL_3389	18	32	9	2	38	60
None_locusTag_PFL_3390	81	49	16	50	76	31
None_locusTag_PFL_3392	51	42	0	8	5	11
None_locusTag_PFL_3400	21	18	0	0	15	12
None_locusTag_PFL_3401	41	18	6	0	18	10
None_locusTag_PFL_3402	36	4	6	5	43	19
None_locusTag_PFL_3403	24	4	16	11	122	0
None_locusTag_PFL_3404	112	67	5	33	41	35
None_locusTag_PFL_3405	25	10	0	0	19	3
None_locusTag_PFL_3406	13	0	0	1	3	0
None_locusTag_PFL_3407	3	2	5	0	0	0
None_locusTag_PFL_3410	35	31	18	29	36	0
None_locusTag_PFL_3411	36	11	1	13	37	15
None_locusTag_PFL_3415	44	89	19	28	56	38
None_locusTag_PFL_3416	209	226	82	49	134	133
None_locusTag_PFL_3417	87	55	35	26	51	5
None_locusTag_PFL_3418	162	165	53	21	45	19
None_locusTag_PFL_3419	496	981	567	430	499	120
None_locusTag_PFL_3420	54	4	8	0	24	0
None_locusTag_PFL_3421	19	17	10	5	17	11
None_locusTag_PFL_3422	5	8	4	21	5	1
None_locusTag_PFL_3423	59	100	17	67	39	53
None_locusTag_PFL_3424	369	274	185	163	271	53
None_locusTag_PFL_3425	13	10	2	10	1	3
None_locusTag_PFL_3426	29	75	40	40	114	17
None_locusTag_PFL_3427	144	134	73	52	116	11
None_locusTag_PFL_3428	2	12	0	0	8	7
None_locusTag_PFL_3429	0	31	3	16	29	6
None_locusTag_PFL_3430	23	29	8	0	44	33
None_locusTag_PFL_3431	47	61	10	9	69	10
None_locusTag_PFL_3432	188	208	76	70	319	127
None_locusTag_PFL_3433	402	167	137	74	195	120
None_locusTag_PFL_3435	316	372	117	157	211	47
None_locusTag_PFL_3436	22	23	0	8	9	19
None_locusTag_PFL_3437	15	50	5	25	39	3
None_locusTag_PFL_3438	1	0	0	0	0	0
None_locusTag_PFL_3439	16	39	7	0	16	11
None_locusTag_PFL_3440	313	207	55	35	49	24
None_locusTag_PFL_3441	314	181	63	92	50	6
None_locusTag_PFL_3442	670	628	103	491	90	64
None_locusTag_PFL_3443	824	493	151	552	84	53
None_locusTag_PFL_3444	58	24	12	9	27	7
None_locusTag_PFL_3445	20	29	28	13	46	32
None_locusTag_PFL_3446	43	29	28	32	36	15
None_locusTag_PFL_3447	22	4	12	4	59	12
None_locusTag_PFL_3448	59	134	25	10	43	16
None_locusTag_PFL_3449	826	704	396	318	305	72
None_locusTag_PFL_3450	1377	1150	471	568	587	202
None_locusTag_PFL_3451	71	119	37	59	66	52
None_locusTag_PFL_3452	18	12	12	2	12	25
None_locusTag_PFL_3453	124	105	47	50	126	49
None_locusTag_PFL_3454	161	88	85	42	114	107
None_locusTag_PFL_3455	91	44	5	16	95	89
None_locusTag_PFL_3456	479	355	191	215	625	821
None_locusTag_PFL_3457	649	448	235	60	601	473
None_locusTag_PFL_3459	6	54	14	9	48	28
None_locusTag_PFL_3460	10	9	0	0	28	2
None_locusTag_PFL_3461	40	33	10	17	16	48
None_locusTag_PFL_3462	69	93	30	27	46	0
None_locusTag_PFL_3463	22	39	6	3	1	2
None_locusTag_PFL_3464	205	149	84	51	239	131
None_locusTag_PFL_3465	17	0	0	0	7	0
None_locusTag_PFL_3466	6	13	0	5	30	0
None_locusTag_PFL_3467	7	0	10	0	0	13
None_locusTag_PFL_3468	0	0	0	0	4	0
None_locusTag_PFL_3469	29	3	0	0	24	2
None_locusTag_PFL_3470	12	0	10	7	1	0
None_locusTag_PFL_3474	14	12	0	0	42	0
None_locusTag_PFL_3477	20	15	1	0	29	9
None_locusTag_PFL_3479	18	6	5	4	16	8
None_locusTag_PFL_3480	33	4	0	33	15	14
None_locusTag_PFL_3481	106	115	90	75	86	41
None_locusTag_PFL_3482	131	75	40	41	121	48
None_locusTag_PFL_3483	20	34	12	13	28	8
None_locusTag_PFL_3484	39	35	43	2	11	16
None_locusTag_PFL_3485	31	53	25	19	62	71
None_locusTag_PFL_3486	29	29	9	0	13	30
None_locusTag_PFL_3487	4	28	4	0	7	18
None_locusTag_PFL_3499	11	20	5	0	30	0
None_locusTag_PFL_3500	18	0	18	0	2	0
None_locusTag_PFL_3501	0	0	7	12	14	20
None_locusTag_PFL_3502	20	29	0	1	7	1
None_locusTag_PFL_3503	28	4	8	2	40	3
None_locusTag_PFL_3505	70	39	5	0	45	4
None_locusTag_PFL_3506	49	121	64	74	83	37
None_locusTag_PFL_3507	285	215	109	104	723	79
None_locusTag_PFL_3508	75	39	23	16	43	37
None_locusTag_PFL_3509	123	120	28	49	95	41
None_locusTag_PFL_3510	22	32	7	35	24	56
None_locusTag_PFL_3511	13	4	0	0	10	20
None_locusTag_PFL_3512	49	62	13	19	61	23
None_locusTag_PFL_3513	309	183	105	77	271	236
None_locusTag_PFL_3515	38	8	31	23	9	15
None_locusTag_PFL_3516	67	58	23	10	35	16
None_locusTag_PFL_3517	12	41	2	17	32	6
None_locusTag_PFL_3518	23	8	5	0	8	25
None_locusTag_PFL_3519	9	19	7	0	11	0
None_locusTag_PFL_3520	223	149	72	64	134	69
None_locusTag_PFL_3521	25	5	12	22	20	8
None_locusTag_PFL_3522	9	0	0	0	15	0
None_locusTag_PFL_3523	18	20	0	15	24	8
None_locusTag_PFL_3525	13	0	0	9	0	0
None_locusTag_PFL_3526	4	0	5	5	0	0
None_locusTag_PFL_3527	23	0	19	0	4	0
None_locusTag_PFL_3528	10	19	0	8	20	12
None_locusTag_PFL_3529	25	23	36	10	46	58
None_locusTag_PFL_3531	90	79	9	28	289	95
None_locusTag_PFL_3532	88	52	31	14	47	50
None_locusTag_PFL_3533	95	24	14	23	50	18
None_locusTag_PFL_3534	8	50	22	7	14	35
None_locusTag_PFL_3536	50	32	3	0	29	9
None_locusTag_PFL_3537	212	122	69	56	136	45
None_locusTag_PFL_3540	18	10	10	6	6	14
None_locusTag_PFL_3541	0	10	0	0	0	6
None_locusTag_PFL_3542	0	12	0	0	0	0
None_locusTag_PFL_3543	2	0	0	26	13	2
None_locusTag_PFL_3544	9	10	7	0	1	0
None_locusTag_PFL_3545	6	16	6	32	7	0
None_locusTag_PFL_3546	44	43	7	20	4	6
None_locusTag_PFL_3547	90	62	16	28	19	14
None_locusTag_PFL_3548	22	42	15	5	25	0
None_locusTag_PFL_3549	32	17	6	0	23	0
None_locusTag_PFL_3550	40	22	7	5	12	0
None_locusTag_PFL_3551	85	66	30	39	65	8
None_locusTag_PFL_3552	17	13	5	0	0	0
None_locusTag_PFL_3553	29	22	7	26	29	7
None_locusTag_PFL_3554	4	5	0	0	31	37
None_locusTag_PFL_3555	1	26	23	3	8	8
None_locusTag_PFL_3556	180	241	93	35	259	116
None_locusTag_PFL_3557	40	2	26	0	21	38
None_locusTag_PFL_3558	480	314	158	117	159	86
None_locusTag_PFL_3559	22	27	0	10	1	3
None_locusTag_PFL_3560	0	1	0	0	8	0
None_locusTag_PFL_3564	82	30	21	5	43	38
None_locusTag_PFL_3565	0	0	5	13	6	0
None_locusTag_PFL_3566	36	19	10	9	19	5
None_locusTag_PFL_3567	68	55	28	15	64	2
None_locusTag_PFL_3570	87	13	11	15	19	5
None_locusTag_PFL_3571	34	44	10	13	32	34
None_locusTag_PFL_3572	28	11	0	0	23	12
None_locusTag_PFL_3573	14	3	0	0	9	4
None_locusTag_PFL_3574	60	65	29	14	117	108
None_locusTag_PFL_3575	47	31	7	19	8	0
None_locusTag_PFL_3578	57	68	27	17	72	5
None_locusTag_PFL_3581	85	49	9	10	48	23
None_locusTag_PFL_3582	25	3	10	4	6	26
None_locusTag_PFL_3583	52	26	14	1	41	8
None_locusTag_PFL_3584	108	73	25	0	28	27
None_locusTag_PFL_3585	4	4	3	0	0	0
None_locusTag_PFL_3586	63	17	43	16	30	2
None_locusTag_PFL_3587	48	61	7	10	12	12
None_locusTag_PFL_3588	18	4	1	0	15	6
None_locusTag_PFL_3589	11	28	4	0	2	0
None_locusTag_PFL_3590	14	10	11	5	12	5
None_locusTag_PFL_3591	43	15	15	24	43	2
None_locusTag_PFL_3592	55	34	20	1	46	6
None_locusTag_PFL_3593	10	17	7	11	23	20
None_locusTag_PFL_3594	79	68	19	38	45	29
None_locusTag_PFL_3596	32	7	32	0	0	13
None_locusTag_PFL_3597	143	216	95	136	59	40
None_locusTag_PFL_3598	73	63	46	41	12	60
None_locusTag_PFL_3599	13	42	20	1	82	43
None_locusTag_PFL_3600	0	0	0	0	9	12
None_locusTag_PFL_3601	10	2	0	0	11	29
None_locusTag_PFL_3602	30	6	5	1	24	21
None_locusTag_PFL_3608	0	5	13	0	8	8
None_locusTag_PFL_3609	46	18	2	4	20	12
None_locusTag_PFL_3610	14	4	0	0	0	4
None_locusTag_PFL_3611	3	9	0	0	37	0
None_locusTag_PFL_3612	154	57	51	34	67	77
None_locusTag_PFL_3613	4	0	16	0	2	0
None_locusTag_PFL_3614	15	29	32	9	29	28
None_locusTag_PFL_3615	25	27	16	8	37	8
None_locusTag_PFL_3616	31	9	8	8	11	11
None_locusTag_PFL_3617	73	103	10	36	89	61
None_locusTag_PFL_3618	11	30	14	8	1	4
None_locusTag_PFL_3619	0	8	3	0	10	0
None_locusTag_PFL_3620	2	27	17	2	83	8
None_locusTag_PFL_3621	0	5	7	0	13	5
None_locusTag_PFL_3626	24	32	4	8	43	2
None_locusTag_PFL_3627	11	27	0	14	3	7
None_locusTag_PFL_3628	14	32	16	0	24	5
None_locusTag_PFL_3629	51	38	22	25	178	61
None_locusTag_PFL_3630	43	7	7	0	91	69
None_locusTag_PFL_3631	34	13	28	24	373	157
None_locusTag_PFL_3632	35	18	15	24	121	14
None_locusTag_PFL_3633	12	0	6	0	0	0
None_locusTag_PFL_3634	62	64	27	36	42	40
None_locusTag_PFL_3635	49	17	7	3	12	4
None_locusTag_PFL_3636	20	34	6	1	23	23
None_locusTag_PFL_3637	229	118	29	26	117	68
None_locusTag_PFL_3638	12	19	0	11	9	10
None_locusTag_PFL_3639	19	27	2	1	42	17
None_locusTag_PFL_3643	148	121	46	99	128	34
None_locusTag_PFL_3644	287	272	91	106	93	49
None_locusTag_PFL_3645	26	25	2	0	0	0
None_locusTag_PFL_3646	57	37	10	19	25	6
None_locusTag_PFL_3647	11	23	11	7	13	0
None_locusTag_PFL_3648	44	38	13	16	38	0
None_locusTag_PFL_3649	33	47	49	5	35	25
None_locusTag_PFL_3650	29	29	19	2	45	6
None_locusTag_PFL_3651	51	25	20	15	39	2
None_locusTag_PFL_3652	0	0	0	12	5	9
None_locusTag_PFL_3658	10	0	0	0	16	4
None_locusTag_PFL_3663	64	17	3	4	4	4
None_locusTag_PFL_3664	4494	4103	1281	1648	1654	467
None_locusTag_PFL_3666	24	27	9	15	4	0
None_locusTag_PFL_3667	523	318	252	156	376	89
None_locusTag_PFL_3668	38	39	24	0	46	19
None_locusTag_PFL_3669	27	25	10	5	20	19
None_locusTag_PFL_3670	94	57	24	14	49	54
None_locusTag_PFL_3671	229	200	61	41	183	56
None_locusTag_PFL_3672	19	10	0	0	0	12
None_locusTag_PFL_3673	20	28	28	7	15	2
None_locusTag_PFL_3674	11	15	5	8	15	4
None_locusTag_PFL_3675	14	20	4	6	29	2
None_locusTag_PFL_3676	20	4	0	2	8	15
None_locusTag_PFL_3677	20	13	5	0	43	15
None_locusTag_PFL_3678	5	3	12	6	20	4
None_locusTag_PFL_3679	0	0	0	0	0	0
None_locusTag_PFL_3680	44	37	6	5	25	24
None_locusTag_PFL_3681	38	16	5	15	27	0
None_locusTag_PFL_3682	56	12	14	11	42	0
None_locusTag_PFL_3683	47	25	1	9	40	9
None_locusTag_PFL_3684	191	122	18	22	63	23
None_locusTag_PFL_3685	56	30	3	18	14	10
None_locusTag_PFL_3686	56	39	38	28	19	31
None_locusTag_PFL_3687	42	46	28	10	14	16
None_locusTag_PFL_3688	663	662	159	249	620	417
None_locusTag_PFL_3689	154	130	43	46	114	83
None_locusTag_PFL_3690	1134	1129	338	546	1085	579
None_locusTag_PFL_3692	30	68	35	19	77	30
None_locusTag_PFL_3693	161	154	52	36	66	41
None_locusTag_PFL_3694	9	2	3	3	3	1
None_locusTag_PFL_3695	7	17	0	0	0	9
None_locusTag_PFL_3696	103	60	10	1	70	21
None_locusTag_PFL_3698	68	105	23	11	170	77
None_locusTag_PFL_3699	76	39	4	30	306	161
None_locusTag_PFL_3701	15	18	0	2	10	7
None_locusTag_PFL_3702	45	10	0	13	1	6
None_locusTag_PFL_3703	11	13	0	0	0	3
None_locusTag_PFL_3704	29	21	0	3	6	9
None_locusTag_PFL_3705	16	28	12	10	42	13
None_locusTag_PFL_3706	27	16	16	0	15	13
None_locusTag_PFL_3707	22	16	0	0	10	10
None_locusTag_PFL_3708	13	24	0	0	0	0
None_locusTag_PFL_3709	6	0	0	0	0	0
None_locusTag_PFL_3710	0	7	0	0	3	0
None_locusTag_PFL_3714	6	1	0	7	14	0
None_locusTag_PFL_3715	7	15	0	10	12	3
None_locusTag_PFL_3716	0	10	1	8	11	0
None_locusTag_PFL_3717	22	16	0	2	20	3
None_locusTag_PFL_3718	135	166	34	57	107	36
None_locusTag_PFL_3719	151	70	35	74	109	17
None_locusTag_PFL_3723	30	11	0	12	23	0
None_locusTag_PFL_3728	15	14	4	27	8	0
None_locusTag_PFL_3730	88	22	24	29	129	66
None_locusTag_PFL_3733	3	13	0	3	12	0
None_locusTag_PFL_3734	235	164	110	92	96	14
None_locusTag_PFL_3736	73	103	24	17	84	44
None_locusTag_PFL_3737	62	16	0	0	39	9
None_locusTag_PFL_3738	2164	2931	1265	1266	1697	295
None_locusTag_PFL_3739	4	1	0	27	1	0
None_locusTag_PFL_3740	57	96	50	24	100	47
None_locusTag_PFL_3741	32	41	6	49	62	8
None_locusTag_PFL_3742	12	18	0	16	5	6
None_locusTag_PFL_3743	7	0	0	0	11	1
None_locusTag_PFL_3744	92	63	45	40	121	76
None_locusTag_PFL_3745	18	15	11	2	55	23
None_locusTag_PFL_3746	120	166	37	29	183	98
None_locusTag_PFL_3747	218	97	35	19	267	163
None_locusTag_PFL_3748	245	224	48	64	234	44
None_locusTag_PFL_3749	16	20	4	0	5	26
None_locusTag_PFL_3750	7	6	0	0	13	0
None_locusTag_PFL_3751	18	25	4	0	21	0
None_locusTag_PFL_3752	0	0	0	0	5	0
None_locusTag_PFL_3753	218	59	28	37	125	81
None_locusTag_PFL_3754	0	11	3	0	7	0
None_locusTag_PFL_3755	0	0	0	0	9	8
None_locusTag_PFL_3756	4	7	6	9	26	12
None_locusTag_PFL_3757	10	16	0	12	1	0
None_locusTag_PFL_3758	15	2	6	0	2	0
None_locusTag_PFL_3759	48	23	15	10	28	50
None_locusTag_PFL_3760	2	2	8	0	11	0
None_locusTag_PFL_3761	1	19	22	0	14	2
None_locusTag_PFL_3762	19	12	8	12	16	17
None_locusTag_PFL_3764	10	18	8	0	13	2
None_locusTag_PFL_3765	76	36	17	0	70	25
None_locusTag_PFL_3766	31	33	22	4	32	47
None_locusTag_PFL_3767	8	1	3	0	14	0
None_locusTag_PFL_3768	67	84	16	16	43	24
None_locusTag_PFL_3769	42	15	0	14	7	55
None_locusTag_PFL_3770	5	14	4	7	24	5
None_locusTag_PFL_3771	84	124	70	33	95	38
None_locusTag_PFL_3772	65	42	44	33	16	33
None_locusTag_PFL_3773	12	17	0	0	10	4
None_locusTag_PFL_3774	12	11	5	8	18	2
None_locusTag_PFL_3775	15	6	0	5	6	18
None_locusTag_PFL_3776	4	24	0	0	50	8
None_locusTag_PFL_3777	6	22	0	0	48	4
None_locusTag_PFL_3778	9	0	1	2	16	23
None_locusTag_PFL_3779	83	18	0	9	93	105
None_locusTag_PFL_3780	59	50	4	4	53	47
None_locusTag_PFL_3781	0	0	0	0	24	10
None_locusTag_PFL_3782	77	83	14	34	64	56
None_locusTag_PFL_3783	5	4	0	0	14	0
None_locusTag_PFL_3784	0	0	0	5	3	4
None_locusTag_PFL_3785	0	5	0	0	0	0
None_locusTag_PFL_3786	12	0	5	0	9	0
None_locusTag_PFL_3787	0	0	1	0	14	12
None_locusTag_PFL_3788	1	11	0	5	6	12
None_locusTag_PFL_3789	0	0	1	0	0	0
None_locusTag_PFL_3790	90	100	67	46	71	19
None_locusTag_PFL_3791	131	190	37	80	162	107
None_locusTag_PFL_3792	19	36	18	0	46	34
None_locusTag_PFL_3793	1	1	6	0	2	0
None_locusTag_PFL_3794	28	10	10	2	18	7
None_locusTag_PFL_3795	108	116	120	69	145	19
None_locusTag_PFL_3796	11	16	5	9	5	14
None_locusTag_PFL_3797	23	0	0	3	10	0
None_locusTag_PFL_3798	0	3	5	0	3	1
None_locusTag_PFL_3799	0	17	0	0	0	0
None_locusTag_PFL_3800	48	31	3	12	30	8
None_locusTag_PFL_3801	132	65	99	46	68	15
None_locusTag_PFL_3803	96	167	61	56	89	10
None_locusTag_PFL_3804	29	26	6	4	39	8
None_locusTag_PFL_3805	5	12	7	4	16	2
None_locusTag_PFL_3807	212	156	55	22	83	32
None_locusTag_PFL_3808	37	30	15	14	24	7
None_locusTag_PFL_3809	4	47	8	7	8	11
None_locusTag_PFL_3810	27	8	4	6	0	8
None_locusTag_PFL_3811	30	28	16	33	71	3
None_locusTag_PFL_3812	5	68	9	7	14	28
None_locusTag_PFL_3813	14	6	0	17	6	2
None_locusTag_PFL_3815	83	38	15	30	27	8
None_locusTag_PFL_3816	23	20	11	0	7	13
None_locusTag_PFL_3817	28	14	3	0	3	1
None_locusTag_PFL_3818	50	56	5	10	3	4
None_locusTag_PFL_3819	146	59	57	42	21	18
None_locusTag_PFL_3820	3	0	4	0	3	4
None_locusTag_PFL_3821	0	13	9	3	0	0
None_locusTag_PFL_3822	6	1	0	0	0	0
None_locusTag_PFL_3823	0	6	0	0	0	0
None_locusTag_PFL_3824	31	8	9	11	29	5
None_locusTag_PFL_3825	49	45	0	7	16	9
None_locusTag_PFL_3826	53	52	25	41	30	24
None_locusTag_PFL_3827	41	34	8	19	12	4
None_locusTag_PFL_3828	34	26	4	8	22	26
None_locusTag_PFL_3829	3	20	3	0	9	7
None_locusTag_PFL_3830	19	17	9	27	39	6
None_locusTag_PFL_3832	227	269	89	58	181	78
None_locusTag_PFL_3833	133	101	79	16	67	48
None_locusTag_PFL_3834	2	29	0	7	19	3
None_locusTag_PFL_3835	45	37	40	49	31	33
None_locusTag_PFL_3836	28	6	0	0	22	9
None_locusTag_PFL_3837	69	52	7	28	25	23
None_locusTag_PFL_3838	59	90	33	51	106	105
None_locusTag_PFL_3839	8	31	4	9	10	0
None_locusTag_PFL_3840	35	20	19	1	16	7
